220.0,23.0,300.0,9.0e+11,5e+24,0.008288503286677091,1500000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,23.0,400.0,9.0e+11,1e+24,0.006910967894484881,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,23.0,400.0,9.0e+11,1e+25,0.00988846937055326,6066666666666.666
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,23.0,400.0,9.0e+11,5e+23,0.007359492543090846,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,23.0,400.0,9.0e+11,5e+24,0.007877511139199843,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,23.0,500.0,9.0e+11,1e+24,0.00879502432800883,2183333333333.3333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,23.0,500.0,9.0e+11,1e+25,0.00889346183787985,2466666666666.6665
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,23.0,500.0,9.0e+11,5e+23,0.009422114741823957,2133333333333.3333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,23.0,500.0,9.0e+11,5e+24,0.008730233801875579,2366666666666.6665
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,24.0,300.0,9.0e+11,1e+24,0.007458850729511451,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,24.0,300.0,9.0e+11,1e+25,0.008024534287947381,816666666666.6666
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,24.0,300.0,9.0e+11,5e+23,0.005975193954723773,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,24.0,300.0,9.0e+11,5e+24,0.006571556113499629,1166666666666.6665
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,24.0,400.0,9.0e+11,1e+24,0.006782919751192904,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,24.0,400.0,9.0e+11,1e+25,0.008009782915139232,2400000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,24.0,400.0,9.0e+11,5e+23,0.006300471890200905,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,24.0,400.0,9.0e+11,5e+24,0.009144983157173053,2350000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,24.0,500.0,9.0e+11,1e+24,0.008374932447216056,4366666666666.6665
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,24.0,500.0,9.0e+11,1e+25,0.00855385223497377,2466666666666.6665
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,24.0,500.0,9.0e+11,5e+23,0.007632581093063488,2150000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,24.0,500.0,9.0e+11,5e+24,0.008889379741685542,1400000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,25.0,300.0,9.0e+11,1e+24,0.005885313981530514,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,25.0,300.0,9.0e+11,1e+25,0.007979017808844448,3100000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,25.0,300.0,9.0e+11,5e+23,0.006233398535345258,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,25.0,300.0,9.0e+11,5e+24,0.0071456474509024965,2850000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,25.0,400.0,9.0e+11,1e+24,0.007029179204379542,2183333333333.3333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,25.0,400.0,9.0e+11,1e+25,0.008869873865036437,1216666666666.6665
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,25.0,400.0,9.0e+11,5e+23,0.007980524733468473,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,25.0,400.0,9.0e+11,5e+24,0.009144193108542961,2350000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,25.0,500.0,9.0e+11,1e+24,0.006640539725611731,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,25.0,500.0,9.0e+11,1e+25,0.008838650328486368,2483333333333.333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,25.0,500.0,9.0e+11,5e+23,0.00786980491216543,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,25.0,500.0,9.0e+11,5e+24,0.009120260361781837,2383333333333.333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,26.0,300.0,9.0e+11,1e+24,0.006488732987264246,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,26.0,300.0,9.0e+11,1e+25,0.009298347978530172,7283333333333.333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,26.0,300.0,9.0e+11,5e+23,0.006350304998320916,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,26.0,300.0,9.0e+11,5e+24,0.007295987524716959,1183333333333.3333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,26.0,400.0,9.0e+11,1e+24,0.005854931532292919,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,26.0,400.0,9.0e+11,1e+25,0.008707437923120344,1216666666666.6665
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,26.0,400.0,9.0e+11,5e+23,0.007253461960711715,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,26.0,400.0,9.0e+11,5e+24,0.006979472950634882,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,26.0,500.0,9.0e+11,1e+24,0.008233525855775727,4366666666666.6665
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,26.0,500.0,9.0e+11,1e+25,0.008203070453511251,2466666666666.6665
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,26.0,500.0,9.0e+11,5e+23,0.007295793362718842,2166666666666.6665
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,26.0,500.0,9.0e+11,5e+24,0.00904151253343043,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,27.0,300.0,9.0e+11,1e+24,0.006741346849838038,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,27.0,300.0,9.0e+11,1e+25,0.008019413983115923,1400000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,27.0,300.0,9.0e+11,5e+23,0.006963815818781787,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,27.0,300.0,9.0e+11,5e+24,0.007901165799769318,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,27.0,400.0,9.0e+11,1e+24,0.007456849790534214,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,27.0,400.0,9.0e+11,1e+25,0.00891357190141397,1750000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,27.0,400.0,9.0e+11,5e+23,0.006718568285415138,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,27.0,400.0,9.0e+11,5e+24,0.008128006243334117,2366666666666.6665
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,27.0,500.0,9.0e+11,1e+24,0.007759597805251303,6600000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,27.0,500.0,9.0e+11,1e+25,0.008610570283729246,1233333333333.3333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,27.0,500.0,9.0e+11,5e+23,0.007851936357206222,1900000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,27.0,500.0,9.0e+11,5e+24,0.00811479554982928,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,28.0,300.0,9.0e+11,1e+24,0.006375689368735351,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,28.0,300.0,9.0e+11,1e+25,0.007960663977929746,5850000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,28.0,300.0,9.0e+11,5e+23,0.0072086244575744855,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,28.0,300.0,9.0e+11,5e+24,0.006709301186100764,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,28.0,400.0,9.0e+11,1e+24,0.007151502902109283,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,28.0,400.0,9.0e+11,1e+25,0.008359565070773829,4883333333333.333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,28.0,400.0,9.0e+11,5e+23,0.008943056494311444,1083333333333.3333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,28.0,400.0,9.0e+11,5e+24,0.008322408474981322,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,28.0,500.0,9.0e+11,1e+24,0.007257179835803496,4433333333333.333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,28.0,500.0,9.0e+11,1e+25,0.008502976060843185,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,28.0,500.0,9.0e+11,5e+23,0.007310116988171324,2166666666666.6665
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,28.0,500.0,9.0e+11,5e+24,0.009071293274529199,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,29.0,300.0,9.0e+11,1e+24,0.006721897903797068,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,29.0,300.0,9.0e+11,1e+25,0.008220749338362032,1816666666666.6665
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,29.0,300.0,9.0e+11,5e+23,0.0072211482017415975,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,29.0,300.0,9.0e+11,5e+24,0.008324250754708664,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,29.0,400.0,9.0e+11,1e+24,0.0067803021840506265,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,29.0,400.0,9.0e+11,1e+25,0.008145634843588972,2316666666666.6665
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,29.0,400.0,9.0e+11,5e+23,0.006460648031609611,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,29.0,400.0,9.0e+11,5e+24,0.007518054862981076,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,29.0,500.0,9.0e+11,1e+24,0.0072974484441777595,3300000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,29.0,500.0,9.0e+11,1e+25,0.009886800848338869,2016666666666.6665
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,29.0,500.0,9.0e+11,5e+23,0.007633979592240572,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,29.0,500.0,9.0e+11,5e+24,0.00946976142802869,2383333333333.333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,30.0,300.0,9.0e+11,1e+24,0.0064211055804404855,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,30.0,300.0,9.0e+11,1e+25,0.010152150438857963,866666666666.6666
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,30.0,300.0,9.0e+11,5e+23,0.0073495004642143485,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,30.0,300.0,9.0e+11,5e+24,0.008393097080813974,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,30.0,400.0,9.0e+11,1e+24,0.006979536251317098,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,30.0,400.0,9.0e+11,1e+25,0.007690585649542429,5633333333333.333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,30.0,400.0,9.0e+11,5e+23,0.007584486671582754,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,30.0,400.0,9.0e+11,5e+24,0.008836611151857012,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,30.0,500.0,9.0e+11,1e+24,0.006970709459534989,6600000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,30.0,500.0,9.0e+11,1e+25,0.01025358671936073,2483333333333.333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,30.0,500.0,9.0e+11,5e+23,0.00840832967853323,4366666666666.6665
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,30.0,500.0,9.0e+11,5e+24,0.007658911204159731,7200000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,35.0,300.0,9.0e+11,1e+24,0.009473592759446096,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,35.0,300.0,9.0e+11,1e+25,1.4235715492408758,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,35.0,300.0,9.0e+11,5e+23,0.007720537742156077,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,35.0,300.0,9.0e+11,5e+24,1.0599375757288547,50000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,35.0,400.0,9.0e+11,1e+24,0.008619872326851408,2266666666666.6665
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,35.0,400.0,9.0e+11,1e+25,0.01100863730134669,133333333333.33333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,35.0,400.0,9.0e+11,5e+23,0.008039636459010426,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,35.0,400.0,9.0e+11,5e+24,0.008753255004359395,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,35.0,500.0,9.0e+11,1e+24,0.007918699169646305,2233333333333.333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,35.0,500.0,9.0e+11,1e+25,0.007971425331558547,4650000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,35.0,500.0,9.0e+11,5e+23,0.008562384641151853,3333333333333.333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,35.0,500.0,9.0e+11,5e+24,0.007989410560531877,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,40.0,300.0,9.0e+11,1e+24,0.5804542644114354,83333333333.33333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,40.0,300.0,9.0e+11,1e+25,1.5721139030334865,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,40.0,300.0,9.0e+11,5e+23,0.2978191820008802,100000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,40.0,300.0,9.0e+11,5e+24,1.3062457015761895,50000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,40.0,400.0,9.0e+11,1e+24,0.25086410443949725,100000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,40.0,400.0,9.0e+11,1e+25,1.4868120158623406,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,40.0,400.0,9.0e+11,5e+23,0.02180562687062274,116666666666.66666
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,40.0,400.0,9.0e+11,5e+24,1.1605728809441278,50000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,40.0,500.0,9.0e+11,1e+24,0.009117533079738263,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,40.0,500.0,9.0e+11,1e+25,1.3066644926125155,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,40.0,500.0,9.0e+11,5e+23,0.011818495923844288,200000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,40.0,500.0,9.0e+11,5e+24,0.009835566568364542,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,45.0,300.0,9.0e+11,1e+24,0.2689868819237595,150000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,45.0,300.0,9.0e+11,1e+25,1.6402876988769692,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,45.0,300.0,9.0e+11,5e+23,0.3623791300315476,100000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,45.0,300.0,9.0e+11,5e+24,1.4746943526285796,50000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,45.0,400.0,9.0e+11,1e+24,0.3204757168339571,150000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,45.0,400.0,9.0e+11,1e+25,1.6244936436471067,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,45.0,400.0,9.0e+11,5e+23,0.39715335531236756,83333333333.33333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,45.0,400.0,9.0e+11,5e+24,1.380255410628211,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,45.0,500.0,9.0e+11,1e+24,0.549451598848613,66666666666.666664
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,45.0,500.0,9.0e+11,1e+25,1.5291568960054147,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,45.0,500.0,9.0e+11,5e+23,0.051579337361932105,183333333333.3333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,45.0,500.0,9.0e+11,5e+24,1.2579469669573435,50000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,50.0,300.0,9.0e+11,1e+24,0.7607465567238378,83333333333.33333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,50.0,300.0,9.0e+11,1e+25,1.6731417177254937,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,50.0,300.0,9.0e+11,5e+23,0.021366051748097314,183333333333.3333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,50.0,300.0,9.0e+11,5e+24,1.5764417663557828,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,50.0,400.0,9.0e+11,1e+24,0.02672698050161316,300000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,50.0,400.0,9.0e+11,1e+25,1.6777498218434457,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,50.0,400.0,9.0e+11,5e+23,0.17865091725825855,166666666666.66666
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,50.0,400.0,9.0e+11,5e+24,1.4974768305368726,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,50.0,500.0,9.0e+11,1e+24,0.37545275673454065,133333333333.33333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,50.0,500.0,9.0e+11,1e+25,1.6393605138060698,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,50.0,500.0,9.0e+11,5e+23,0.2462263855901857,100000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,50.0,500.0,9.0e+11,5e+24,1.4115278680298002,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,55.0,300.0,9.0e+11,1e+24,0.013901723967148403,366666666666.6666
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,55.0,300.0,9.0e+11,1e+25,1.6987421268036116,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,55.0,300.0,9.0e+11,5e+23,0.05391612528825821,183333333333.3333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,55.0,300.0,9.0e+11,5e+24,1.6163549448825447,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,55.0,400.0,9.0e+11,1e+24,0.8072415999678029,66666666666.666664
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,55.0,400.0,9.0e+11,1e+25,1.7181421103086874,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,55.0,400.0,9.0e+11,5e+23,0.16781920013832058,166666666666.66666
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,55.0,400.0,9.0e+11,5e+24,1.5708373388786177,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,55.0,500.0,9.0e+11,1e+24,0.021634331816396776,283333333333.3333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,55.0,500.0,9.0e+11,1e+25,1.655902556186124,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,55.0,500.0,9.0e+11,5e+23,0.41770434908329035,83333333333.33333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,55.0,500.0,9.0e+11,5e+24,1.4884551869686784,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,60.0,300.0,9.0e+11,1e+24,0.8455774919322289,66666666666.666664
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,60.0,300.0,9.0e+11,1e+25,1.7458425117660026,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,60.0,300.0,9.0e+11,5e+23,0.5066562819647203,83333333333.33333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,60.0,300.0,9.0e+11,5e+24,1.653653977623463,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,60.0,400.0,9.0e+11,1e+24,0.7689305641557704,66666666666.666664
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,60.0,400.0,9.0e+11,1e+25,1.7408226677917038,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,60.0,400.0,9.0e+11,5e+23,0.03335515273879315,300000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,60.0,400.0,9.0e+11,5e+24,1.6223445712216873,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,60.0,500.0,9.0e+11,1e+24,0.8101274975404569,66666666666.666664
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,60.0,500.0,9.0e+11,1e+25,1.7146663889389029,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,60.0,500.0,9.0e+11,5e+23,0.4172178696829002,83333333333.33333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
220.0,60.0,500.0,9.0e+11,5e+24,1.535942268385434,33333333333.333332
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,10.0,300.0,9.0e+11,1e+24,0.010168503396214088,2183333333333.3333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,10.0,300.0,9.0e+11,1e+25,0.01676299139996074,4883333333333.333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,10.0,300.0,9.0e+11,5e+23,0.009380300858908978,2116666666666.6665
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,10.0,300.0,9.0e+11,5e+24,0.0117057600632207,1183333333333.3333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,10.0,400.0,9.0e+11,1e+24,0.011924711930173826,2183333333333.3333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,10.0,400.0,9.0e+11,1e+25,0.016978217423686163,1233333333333.3333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,10.0,400.0,9.0e+11,5e+23,0.01073999150865635,2133333333333.3333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,10.0,400.0,9.0e+11,5e+24,0.012947529463925855,1416666666666.6665
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,10.0,500.0,9.0e+11,1e+24,0.01476299972897111,4400000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,10.0,500.0,9.0e+11,1e+25,0.019270905109733377,2500000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,10.0,500.0,9.0e+11,5e+23,0.016124505192074395,4316666666666.6665
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,10.0,500.0,9.0e+11,5e+24,0.018233884035385443,2400000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,11.0,300.0,9.0e+11,1e+24,0.009967754378132923,2183333333333.3333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,11.0,300.0,9.0e+11,1e+25,0.011871447515646895,4866666666666.666
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,11.0,300.0,9.0e+11,5e+23,0.007315961476145087,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,11.0,300.0,9.0e+11,5e+24,0.012351377812762914,4733333333333.333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,11.0,400.0,9.0e+11,1e+24,0.012474267020985457,2183333333333.3333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,11.0,400.0,9.0e+11,1e+25,0.015096355828531931,1066666666666.6666
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,11.0,400.0,9.0e+11,5e+23,0.011554435494059516,4283333333333.333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,11.0,400.0,9.0e+11,5e+24,0.013840382137037857,2383333333333.333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,11.0,500.0,9.0e+11,1e+24,0.013072338805777886,4400000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,11.0,500.0,9.0e+11,1e+25,0.015794020226834786,2500000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,11.0,500.0,9.0e+11,5e+23,0.011840422055215048,4333333333333.333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,11.0,500.0,9.0e+11,5e+24,0.014952224469934872,4783333333333.333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,12.0,300.0,9.0e+11,1e+24,0.008291517429144421,2183333333333.3333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,12.0,300.0,9.0e+11,1e+25,0.01099374548987307,2433333333333.333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,12.0,300.0,9.0e+11,5e+23,0.007872782334131637,5000000000000.0
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,12.0,300.0,9.0e+11,5e+24,0.011122291020822862,2366666666666.6665
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
252.0,12.0,400.0,9.0e+11,1e+24,0.010288774625566061,2183333333333.3333
Wo,Vds,Temp,Intervalley,Nd,Mod index,FMA
