Wo,Vds,Temp,Intervalley,Nd,Mod index
220.0,18.0,300.0,9.0e+11,1e+25,0.009126331391639382
220.0,18.0,300.0,9.0e+11,5e+23,0.006381964740187596
220.0,18.0,300.0,9.0e+11,5e+24,0.008381835573070769
220.0,18.0,400.0,9.0e+11,1e+24,0.009290147184992012
220.0,18.0,400.0,9.0e+11,1e+25,0.0110222057459136
220.0,18.0,400.0,9.0e+11,5e+23,0.008984023108413635
220.0,18.0,400.0,9.0e+11,5e+24,0.00977730025185923
220.0,18.0,500.0,9.0e+11,1e+24,0.008998569053656978
220.0,18.0,500.0,9.0e+11,1e+25,0.01169766892186423
220.0,18.0,500.0,9.0e+11,5e+23,0.009913998472306484
220.0,18.0,500.0,9.0e+11,5e+24,0.011749961038068673
220.0,19.0,300.0,9.0e+11,1e+24,0.005933706881304002
220.0,19.0,300.0,9.0e+11,1e+25,0.009616685833386084
220.0,19.0,300.0,9.0e+11,5e+23,0.006204234797369944
220.0,19.0,300.0,9.0e+11,5e+24,0.007116494135684996
220.0,19.0,400.0,9.0e+11,1e+24,0.007388151480342031
220.0,19.0,400.0,9.0e+11,1e+25,0.00984138834069895
220.0,19.0,400.0,9.0e+11,5e+23,0.009129087604712786
220.0,19.0,400.0,9.0e+11,5e+24,0.008528637613299686
220.0,19.0,500.0,9.0e+11,1e+24,0.008363084604528052
220.0,19.0,500.0,9.0e+11,1e+25,0.011465913737610495
220.0,19.0,500.0,9.0e+11,5e+23,0.00817685534807078
220.0,19.0,500.0,9.0e+11,5e+24,0.009725271737763637
220.0,20.0,300.0,9.0e+11,1e+24,0.006734929189202559
220.0,20.0,300.0,9.0e+11,1e+25,0.009694184233019295
220.0,20.0,300.0,9.0e+11,5e+23,0.006739924153868368
220.0,20.0,300.0,9.0e+11,5e+24,0.00835635288561436
220.0,20.0,400.0,9.0e+11,1e+24,0.0070152961826720865
220.0,20.0,400.0,9.0e+11,1e+25,0.010449762841085234
220.0,20.0,400.0,9.0e+11,5e+23,0.0077231834183319375
220.0,20.0,400.0,9.0e+11,5e+24,0.008046811634730106
220.0,20.0,500.0,9.0e+11,1e+24,0.010019400439362353
220.0,20.0,500.0,9.0e+11,1e+25,0.01079427818036702
220.0,20.0,500.0,9.0e+11,5e+23,0.009646341673370988
220.0,20.0,500.0,9.0e+11,5e+24,0.011224810145825272
220.0,21.0,300.0,9.0e+11,1e+24,0.005916669701977792
220.0,21.0,300.0,9.0e+11,1e+25,0.00859263265310421
220.0,21.0,300.0,9.0e+11,5e+23,0.006687635762656536
220.0,21.0,300.0,9.0e+11,5e+24,0.008599830687614564
220.0,21.0,400.0,9.0e+11,1e+24,0.007807341358142612
220.0,21.0,400.0,9.0e+11,1e+25,0.009090355101785096
220.0,21.0,400.0,9.0e+11,5e+23,0.006191082963382327
220.0,21.0,400.0,9.0e+11,5e+24,0.008042115207681553
220.0,21.0,500.0,9.0e+11,1e+24,0.008717840062085645
220.0,21.0,500.0,9.0e+11,1e+25,0.01040201755071127
220.0,21.0,500.0,9.0e+11,5e+23,0.009075085994100835
220.0,21.0,500.0,9.0e+11,5e+24,0.009036089687316564
220.0,22.0,300.0,9.0e+11,1e+24,0.006431954158937689
220.0,22.0,300.0,9.0e+11,1e+25,0.007842133146944708
220.0,22.0,300.0,9.0e+11,5e+23,0.006507086624417731
220.0,22.0,300.0,9.0e+11,5e+24,0.008302413022823798
220.0,22.0,400.0,9.0e+11,1e+24,0.0066895235870326605
220.0,22.0,400.0,9.0e+11,1e+25,0.00846778057193882
220.0,22.0,400.0,9.0e+11,5e+23,0.0070111144086395655
220.0,22.0,400.0,9.0e+11,5e+24,0.008370932396722918
220.0,22.0,500.0,9.0e+11,1e+24,0.009912929063175802
220.0,22.0,500.0,9.0e+11,1e+25,0.010351811218986685
220.0,22.0,500.0,9.0e+11,5e+23,0.0068031485810652464
220.0,22.0,500.0,9.0e+11,5e+24,0.009714566712967604
220.0,23.0,300.0,9.0e+11,1e+24,0.005756236253677937
220.0,23.0,300.0,9.0e+11,1e+25,0.00881666354927531
220.0,23.0,300.0,9.0e+11,5e+23,0.006841749436547847
220.0,23.0,300.0,9.0e+11,5e+24,0.008288503286677091
220.0,23.0,400.0,9.0e+11,1e+24,0.006910967894484881
220.0,23.0,400.0,9.0e+11,1e+25,0.00988846937055326
220.0,23.0,400.0,9.0e+11,5e+23,0.007359492543090846
220.0,23.0,400.0,9.0e+11,5e+24,0.007877511139199843
220.0,23.0,500.0,9.0e+11,1e+24,0.00879502432800883
220.0,23.0,500.0,9.0e+11,1e+25,0.00889346183787985
220.0,23.0,500.0,9.0e+11,5e+23,0.009422114741823957
220.0,23.0,500.0,9.0e+11,5e+24,0.008730233801875579
220.0,24.0,300.0,9.0e+11,1e+24,0.007458850729511451
220.0,24.0,300.0,9.0e+11,1e+25,0.008024534287947381
220.0,24.0,300.0,9.0e+11,5e+23,0.005975193954723773
220.0,24.0,300.0,9.0e+11,5e+24,0.006571556113499629
220.0,24.0,400.0,9.0e+11,1e+24,0.006782919751192904
220.0,24.0,400.0,9.0e+11,1e+25,0.008009782915139232
220.0,24.0,400.0,9.0e+11,5e+23,0.006300471890200905
220.0,24.0,400.0,9.0e+11,5e+24,0.009144983157173053
220.0,24.0,500.0,9.0e+11,1e+24,0.008374932447216056
220.0,24.0,500.0,9.0e+11,1e+25,0.00855385223497377
220.0,24.0,500.0,9.0e+11,5e+23,0.007632581093063488
220.0,24.0,500.0,9.0e+11,5e+24,0.008889379741685542
220.0,25.0,300.0,9.0e+11,1e+24,0.005885313981530514
220.0,25.0,300.0,9.0e+11,1e+25,0.007979017808844448
220.0,25.0,300.0,9.0e+11,5e+23,0.006233398535345258
220.0,25.0,300.0,9.0e+11,5e+24,0.0071456474509024965
220.0,25.0,400.0,9.0e+11,1e+24,0.007029179204379542
220.0,25.0,400.0,9.0e+11,1e+25,0.008869873865036437
220.0,25.0,400.0,9.0e+11,5e+23,0.007980524733468473
220.0,25.0,400.0,9.0e+11,5e+24,0.009144193108542961
220.0,25.0,500.0,9.0e+11,1e+24,0.006640539725611731
220.0,25.0,500.0,9.0e+11,1e+25,0.008838650328486368
220.0,25.0,500.0,9.0e+11,5e+23,0.00786980491216543
220.0,25.0,500.0,9.0e+11,5e+24,0.009120260361781837
220.0,26.0,300.0,9.0e+11,1e+24,0.006488732987264246
220.0,26.0,300.0,9.0e+11,1e+25,0.009298347978530172
220.0,26.0,300.0,9.0e+11,5e+23,0.006350304998320916
220.0,26.0,300.0,9.0e+11,5e+24,0.007295987524716959
220.0,26.0,400.0,9.0e+11,1e+24,0.005854931532292919
220.0,26.0,400.0,9.0e+11,1e+25,0.008707437923120344
220.0,26.0,400.0,9.0e+11,5e+23,0.007253461960711715
220.0,26.0,400.0,9.0e+11,5e+24,0.006979472950634882
220.0,26.0,500.0,9.0e+11,1e+24,0.008233525855775727
220.0,26.0,500.0,9.0e+11,1e+25,0.008203070453511251
220.0,26.0,500.0,9.0e+11,5e+23,0.007295793362718842
220.0,26.0,500.0,9.0e+11,5e+24,0.00904151253343043
220.0,27.0,300.0,9.0e+11,1e+24,0.006741346849838038
220.0,27.0,300.0,9.0e+11,1e+25,0.008019413983115923
220.0,27.0,300.0,9.0e+11,5e+23,0.006963815818781787
220.0,27.0,300.0,9.0e+11,5e+24,0.007901165799769318
220.0,27.0,400.0,9.0e+11,1e+24,0.007456849790534214
220.0,27.0,400.0,9.0e+11,1e+25,0.00891357190141397
220.0,27.0,400.0,9.0e+11,5e+23,0.006718568285415138
220.0,27.0,400.0,9.0e+11,5e+24,0.008128006243334117
220.0,27.0,500.0,9.0e+11,1e+24,0.007759597805251303
220.0,27.0,500.0,9.0e+11,1e+25,0.008610570283729246
220.0,27.0,500.0,9.0e+11,5e+23,0.007851936357206222
220.0,27.0,500.0,9.0e+11,5e+24,0.00811479554982928
220.0,28.0,300.0,9.0e+11,1e+24,0.006375689368735351
220.0,28.0,300.0,9.0e+11,1e+25,0.007960663977929746
220.0,28.0,300.0,9.0e+11,5e+23,0.0072086244575744855
220.0,28.0,300.0,9.0e+11,5e+24,0.006709301186100764
220.0,28.0,400.0,9.0e+11,1e+24,0.007151502902109283
220.0,28.0,400.0,9.0e+11,1e+25,0.008359565070773829
220.0,28.0,400.0,9.0e+11,5e+23,0.008943056494311444
220.0,28.0,400.0,9.0e+11,5e+24,0.008322408474981322
220.0,28.0,500.0,9.0e+11,1e+24,0.007257179835803496
220.0,28.0,500.0,9.0e+11,1e+25,0.008502976060843185
220.0,28.0,500.0,9.0e+11,5e+23,0.007310116988171324
220.0,28.0,500.0,9.0e+11,5e+24,0.009071293274529199
220.0,29.0,300.0,9.0e+11,1e+24,0.006721897903797068
220.0,29.0,300.0,9.0e+11,1e+25,0.008220749338362032
220.0,29.0,300.0,9.0e+11,5e+23,0.0072211482017415975
220.0,29.0,300.0,9.0e+11,5e+24,0.008324250754708664
220.0,29.0,400.0,9.0e+11,1e+24,0.0067803021840506265
220.0,29.0,400.0,9.0e+11,1e+25,0.008145634843588972
220.0,29.0,400.0,9.0e+11,5e+23,0.006460648031609611
220.0,29.0,400.0,9.0e+11,5e+24,0.007518054862981076
220.0,29.0,500.0,9.0e+11,1e+24,0.0072974484441777595
220.0,29.0,500.0,9.0e+11,1e+25,0.009886800848338869
220.0,29.0,500.0,9.0e+11,5e+23,0.007633979592240572
220.0,29.0,500.0,9.0e+11,5e+24,0.00946976142802869
220.0,30.0,300.0,9.0e+11,1e+24,0.0064211055804404855
220.0,30.0,300.0,9.0e+11,1e+25,0.010152150438857963
220.0,30.0,300.0,9.0e+11,5e+23,0.0073495004642143485
220.0,30.0,300.0,9.0e+11,5e+24,0.008393097080813974
220.0,30.0,400.0,9.0e+11,1e+24,0.006979536251317098
220.0,30.0,400.0,9.0e+11,1e+25,0.007690585649542429
220.0,30.0,400.0,9.0e+11,5e+23,0.007584486671582754
220.0,30.0,400.0,9.0e+11,5e+24,0.008836611151857012
220.0,30.0,500.0,9.0e+11,1e+24,0.006970709459534989
220.0,30.0,500.0,9.0e+11,1e+25,0.01025358671936073
220.0,30.0,500.0,9.0e+11,5e+23,0.00840832967853323
220.0,30.0,500.0,9.0e+11,5e+24,0.007658911204159731
220.0,35.0,300.0,9.0e+11,1e+24,0.009473592759446096
220.0,35.0,300.0,9.0e+11,1e+25,1.4235715492408758
220.0,35.0,300.0,9.0e+11,5e+23,0.007720537742156077
220.0,35.0,300.0,9.0e+11,5e+24,1.0599375757288547
220.0,35.0,400.0,9.0e+11,1e+24,0.008619872326851408
220.0,35.0,400.0,9.0e+11,1e+25,0.01100863730134669
220.0,35.0,400.0,9.0e+11,5e+23,0.008039636459010426
220.0,35.0,400.0,9.0e+11,5e+24,0.008753255004359395
220.0,35.0,500.0,9.0e+11,1e+24,0.007918699169646305
220.0,35.0,500.0,9.0e+11,1e+25,0.007971425331558547
220.0,35.0,500.0,9.0e+11,5e+23,0.008562384641151853
220.0,35.0,500.0,9.0e+11,5e+24,0.007989410560531877
220.0,40.0,300.0,9.0e+11,1e+24,0.5804542644114354
220.0,40.0,300.0,9.0e+11,1e+25,1.5721139030334865
220.0,40.0,300.0,9.0e+11,5e+23,0.2978191820008802
220.0,40.0,300.0,9.0e+11,5e+24,1.3062457015761895
220.0,40.0,400.0,9.0e+11,1e+24,0.25086410443949725
220.0,40.0,400.0,9.0e+11,1e+25,1.4868120158623406
220.0,40.0,400.0,9.0e+11,5e+23,0.02180562687062274
220.0,40.0,400.0,9.0e+11,5e+24,1.1605728809441278
220.0,40.0,500.0,9.0e+11,1e+24,0.009117533079738263
220.0,40.0,500.0,9.0e+11,1e+25,1.3066644926125155
220.0,40.0,500.0,9.0e+11,5e+23,0.011818495923844288
220.0,40.0,500.0,9.0e+11,5e+24,0.009835566568364542
220.0,45.0,300.0,9.0e+11,1e+24,0.2689868819237595
220.0,45.0,300.0,9.0e+11,1e+25,1.6402876988769692
220.0,45.0,300.0,9.0e+11,5e+23,0.3623791300315476
220.0,45.0,300.0,9.0e+11,5e+24,1.4746943526285796
220.0,45.0,400.0,9.0e+11,1e+24,0.3204757168339571
220.0,45.0,400.0,9.0e+11,1e+25,1.6244936436471067
220.0,45.0,400.0,9.0e+11,5e+23,0.39715335531236756
220.0,45.0,400.0,9.0e+11,5e+24,1.380255410628211
220.0,45.0,500.0,9.0e+11,1e+24,0.549451598848613
220.0,45.0,500.0,9.0e+11,1e+25,1.5291568960054147
220.0,45.0,500.0,9.0e+11,5e+23,0.051579337361932105
220.0,45.0,500.0,9.0e+11,5e+24,1.2579469669573435
220.0,50.0,300.0,9.0e+11,1e+24,0.7607465567238378
220.0,50.0,300.0,9.0e+11,1e+25,1.6731417177254937
220.0,50.0,300.0,9.0e+11,5e+23,0.021366051748097314
220.0,50.0,300.0,9.0e+11,5e+24,1.5764417663557828
220.0,50.0,400.0,9.0e+11,1e+24,0.02672698050161316
220.0,50.0,400.0,9.0e+11,1e+25,1.6777498218434457
220.0,50.0,400.0,9.0e+11,5e+23,0.17865091725825855
220.0,50.0,400.0,9.0e+11,5e+24,1.4974768305368726
220.0,50.0,500.0,9.0e+11,1e+24,0.37545275673454065
220.0,50.0,500.0,9.0e+11,1e+25,1.6393605138060698
220.0,50.0,500.0,9.0e+11,5e+23,0.2462263855901857
220.0,50.0,500.0,9.0e+11,5e+24,1.4115278680298002
220.0,55.0,300.0,9.0e+11,1e+24,0.013901723967148403
220.0,55.0,300.0,9.0e+11,1e+25,1.6987421268036116
220.0,55.0,300.0,9.0e+11,5e+23,0.05391612528825821
220.0,55.0,300.0,9.0e+11,5e+24,1.6163549448825447
220.0,55.0,400.0,9.0e+11,1e+24,0.8072415999678029
220.0,55.0,400.0,9.0e+11,1e+25,1.7181421103086874
220.0,55.0,400.0,9.0e+11,5e+23,0.16781920013832058
220.0,55.0,400.0,9.0e+11,5e+24,1.5708373388786177
220.0,55.0,500.0,9.0e+11,1e+24,0.021634331816396776
220.0,55.0,500.0,9.0e+11,1e+25,1.655902556186124
220.0,55.0,500.0,9.0e+11,5e+23,0.41770434908329035
220.0,55.0,500.0,9.0e+11,5e+24,1.4884551869686784
220.0,60.0,300.0,9.0e+11,1e+24,0.8455774919322289
220.0,60.0,300.0,9.0e+11,1e+25,1.7458425117660026
220.0,60.0,300.0,9.0e+11,5e+23,0.5066562819647203
220.0,60.0,300.0,9.0e+11,5e+24,1.653653977623463
220.0,60.0,400.0,9.0e+11,1e+24,0.7689305641557704
220.0,60.0,400.0,9.0e+11,1e+25,1.7408226677917038
220.0,60.0,400.0,9.0e+11,5e+23,0.03335515273879315
220.0,60.0,400.0,9.0e+11,5e+24,1.6223445712216873
220.0,60.0,500.0,9.0e+11,1e+24,0.8101274975404569
220.0,60.0,500.0,9.0e+11,1e+25,1.7146663889389029
220.0,60.0,500.0,9.0e+11,5e+23,0.4172178696829002
220.0,60.0,500.0,9.0e+11,5e+24,1.535942268385434
252.0,10.0,300.0,9.0e+11,1e+24,0.010168503396214088
252.0,10.0,300.0,9.0e+11,1e+25,0.01676299139996074
252.0,10.0,300.0,9.0e+11,5e+23,0.009380300858908978
252.0,10.0,300.0,9.0e+11,5e+24,0.0117057600632207
252.0,10.0,400.0,9.0e+11,1e+24,0.011924711930173826
252.0,10.0,400.0,9.0e+11,1e+25,0.016978217423686163
252.0,10.0,400.0,9.0e+11,5e+23,0.01073999150865635
252.0,10.0,400.0,9.0e+11,5e+24,0.012947529463925855
252.0,10.0,500.0,9.0e+11,1e+24,0.01476299972897111
252.0,10.0,500.0,9.0e+11,1e+25,0.019270905109733377
252.0,10.0,500.0,9.0e+11,5e+23,0.016124505192074395
252.0,10.0,500.0,9.0e+11,5e+24,0.018233884035385443
252.0,11.0,300.0,9.0e+11,1e+24,0.009967754378132923
252.0,11.0,300.0,9.0e+11,1e+25,0.011871447515646895
252.0,11.0,300.0,9.0e+11,5e+23,0.007315961476145087
252.0,11.0,300.0,9.0e+11,5e+24,0.012351377812762914
252.0,11.0,400.0,9.0e+11,1e+24,0.012474267020985457
252.0,11.0,400.0,9.0e+11,1e+25,0.015096355828531931
252.0,11.0,400.0,9.0e+11,5e+23,0.011554435494059516
252.0,11.0,400.0,9.0e+11,5e+24,0.013840382137037857
252.0,11.0,500.0,9.0e+11,1e+24,0.013072338805777886
252.0,11.0,500.0,9.0e+11,1e+25,0.015794020226834786
252.0,11.0,500.0,9.0e+11,5e+23,0.011840422055215048
252.0,11.0,500.0,9.0e+11,5e+24,0.014952224469934872
252.0,12.0,300.0,9.0e+11,1e+24,0.008291517429144421
252.0,12.0,300.0,9.0e+11,1e+25,0.01099374548987307
252.0,12.0,300.0,9.0e+11,5e+23,0.007872782334131637
252.0,12.0,300.0,9.0e+11,5e+24,0.011122291020822862
252.0,12.0,400.0,9.0e+11,1e+24,0.010288774625566061
252.0,12.0,400.0,9.0e+11,1e+25,0.014918818276919273
252.0,12.0,400.0,9.0e+11,5e+23,0.011707980035532669
252.0,12.0,400.0,9.0e+11,5e+24,0.011731230005514945
252.0,12.0,500.0,9.0e+11,1e+24,0.012602725965401476
252.0,12.0,500.0,9.0e+11,1e+25,0.01841191346124369
252.0,12.0,500.0,9.0e+11,5e+23,0.011214778623590077
252.0,12.0,500.0,9.0e+11,5e+24,0.014944177672265217
252.0,13.0,300.0,9.0e+11,1e+24,0.00721794326487857
252.0,13.0,300.0,9.0e+11,1e+25,0.011404282247956291
252.0,13.0,300.0,9.0e+11,5e+23,0.008973218866378993
252.0,13.0,300.0,9.0e+11,5e+24,0.010953279464831375
252.0,13.0,400.0,9.0e+11,1e+24,0.00880455038397528
252.0,13.0,400.0,9.0e+11,1e+25,0.012122940954750364
252.0,13.0,400.0,9.0e+11,5e+23,0.008636738839450823
252.0,13.0,400.0,9.0e+11,5e+24,0.011637828098627815
252.0,13.0,500.0,9.0e+11,1e+24,0.010158531766305306
252.0,13.0,500.0,9.0e+11,1e+25,0.01576226659949618
252.0,13.0,500.0,9.0e+11,5e+23,0.011379126086382642
252.0,13.0,500.0,9.0e+11,5e+24,0.01515083305656046
252.0,14.0,300.0,9.0e+11,1e+24,0.00682269470194681
252.0,14.0,300.0,9.0e+11,1e+25,0.010664491880823445
252.0,14.0,300.0,9.0e+11,5e+23,0.008284366541112009
252.0,14.0,300.0,9.0e+11,5e+24,0.010365142069351
252.0,14.0,400.0,9.0e+11,1e+24,0.007727205850094198
252.0,14.0,400.0,9.0e+11,1e+25,0.011485247041131939
252.0,14.0,400.0,9.0e+11,5e+23,0.00987103797110591
252.0,14.0,400.0,9.0e+11,5e+24,0.010157575560546958
252.0,14.0,500.0,9.0e+11,1e+24,0.013620153787053205
252.0,14.0,500.0,9.0e+11,1e+25,0.014362720820236983
252.0,14.0,500.0,9.0e+11,5e+23,0.01142417731198581
252.0,14.0,500.0,9.0e+11,5e+24,0.012569438142496498
252.0,15.0,300.0,9.0e+11,1e+24,0.008047649384338834
252.0,15.0,300.0,9.0e+11,1e+25,0.010096668127772698
252.0,15.0,300.0,9.0e+11,5e+23,0.007463254426360204
252.0,15.0,300.0,9.0e+11,5e+24,0.00968732823089019
252.0,15.0,400.0,9.0e+11,1e+24,0.009212894813763858
252.0,15.0,400.0,9.0e+11,1e+25,0.010278424634418868
252.0,15.0,400.0,9.0e+11,5e+23,0.007809903221374367
252.0,15.0,400.0,9.0e+11,5e+24,0.010934231198562083
252.0,15.0,500.0,9.0e+11,1e+24,0.010817105882580173
252.0,15.0,500.0,9.0e+11,1e+25,0.013205979755929386
252.0,15.0,500.0,9.0e+11,5e+23,0.00928462309703967
252.0,15.0,500.0,9.0e+11,5e+24,0.012470511114162669
252.0,16.0,300.0,9.0e+11,1e+24,0.008320416148067639
252.0,16.0,300.0,9.0e+11,1e+25,0.009454094913190755
252.0,16.0,300.0,9.0e+11,5e+23,0.006787648569086253
252.0,16.0,300.0,9.0e+11,5e+24,0.008160588241953818
252.0,16.0,400.0,9.0e+11,1e+24,0.008057322458925783
252.0,16.0,400.0,9.0e+11,1e+25,0.01108319265236756
252.0,16.0,400.0,9.0e+11,5e+23,0.007594941110875331
252.0,16.0,400.0,9.0e+11,5e+24,0.00900504766040314
252.0,16.0,500.0,9.0e+11,1e+24,0.010304535209595546
252.0,16.0,500.0,9.0e+11,1e+25,0.014537106757925149
252.0,16.0,500.0,9.0e+11,5e+23,0.009906481380250711
252.0,16.0,500.0,9.0e+11,5e+24,0.013043297841737005
252.0,17.0,300.0,9.0e+11,1e+24,0.008335027087353399
252.0,17.0,300.0,9.0e+11,1e+25,0.009324793644702461
252.0,17.0,300.0,9.0e+11,5e+23,0.005117521680783217
252.0,17.0,300.0,9.0e+11,5e+24,0.008962643995470176
252.0,17.0,400.0,9.0e+11,1e+24,0.008236586604817122
252.0,17.0,400.0,9.0e+11,1e+25,0.0099347590725839
252.0,17.0,400.0,9.0e+11,5e+23,0.007964910502289436
252.0,17.0,400.0,9.0e+11,5e+24,0.00840309040152674
252.0,17.0,500.0,9.0e+11,1e+24,0.008243406629871691
252.0,17.0,500.0,9.0e+11,1e+25,0.011175432040929384
252.0,17.0,500.0,9.0e+11,5e+23,0.00836092178732974
252.0,17.0,500.0,9.0e+11,5e+24,0.00977150845709982
252.0,18.0,300.0,9.0e+11,1e+24,0.008437219501210727
252.0,18.0,300.0,9.0e+11,1e+25,0.009806883565684304
252.0,18.0,300.0,9.0e+11,5e+23,0.00638146063814217
252.0,18.0,300.0,9.0e+11,5e+24,0.007791880957521465
252.0,18.0,400.0,9.0e+11,1e+24,0.007214589630636481
252.0,18.0,400.0,9.0e+11,1e+25,0.010274121709714985
252.0,18.0,400.0,9.0e+11,5e+23,0.008230520304842557
252.0,18.0,400.0,9.0e+11,5e+24,0.009321405712232677
252.0,18.0,500.0,9.0e+11,1e+24,0.010058721649922806
252.0,18.0,500.0,9.0e+11,1e+25,0.010194016681774849
252.0,18.0,500.0,9.0e+11,5e+23,0.010760065969339152
252.0,18.0,500.0,9.0e+11,5e+24,0.008063948531129985
252.0,19.0,300.0,9.0e+11,1e+24,0.00769045374377599
252.0,19.0,300.0,9.0e+11,1e+25,0.00874356649377251
252.0,19.0,300.0,9.0e+11,5e+23,0.007143234649510903
252.0,19.0,300.0,9.0e+11,5e+24,0.0078002025604676966
252.0,19.0,400.0,9.0e+11,1e+24,0.008234030023547062
252.0,19.0,400.0,9.0e+11,1e+25,0.008136636333074392
252.0,19.0,400.0,9.0e+11,5e+23,0.0066902187463922765
252.0,19.0,400.0,9.0e+11,5e+24,0.008379470173752073
252.0,19.0,500.0,9.0e+11,1e+24,0.008642850625375136
252.0,19.0,500.0,9.0e+11,1e+25,0.011367864678851175
252.0,19.0,500.0,9.0e+11,5e+23,0.008323468400114479
252.0,19.0,500.0,9.0e+11,5e+24,0.00945257489391892
252.0,20.0,300.0,9.0e+11,1e+24,0.007030488992282266
252.0,20.0,300.0,9.0e+11,1e+25,0.009317651715123701
252.0,20.0,300.0,9.0e+11,5e+23,0.005770927321753296
252.0,20.0,300.0,9.0e+11,5e+24,0.0074150424169617335
252.0,20.0,400.0,9.0e+11,1e+24,0.0061527754565662875
252.0,20.0,400.0,9.0e+11,1e+25,0.01091197745958794
252.0,20.0,400.0,9.0e+11,5e+23,0.0067658983442341995
252.0,20.0,400.0,9.0e+11,5e+24,0.008230290880308067
252.0,20.0,500.0,9.0e+11,1e+24,0.008088274606592978
252.0,20.0,500.0,9.0e+11,1e+25,0.010794191363083848
252.0,20.0,500.0,9.0e+11,5e+23,0.009699698919090371
252.0,20.0,500.0,9.0e+11,5e+24,0.009701402600386804
252.0,21.0,300.0,9.0e+11,1e+24,0.005802216306825391
252.0,21.0,300.0,9.0e+11,1e+25,0.008378590637092257
252.0,21.0,300.0,9.0e+11,5e+23,0.006035269902833971
252.0,21.0,300.0,9.0e+11,5e+24,0.008210411070991713
252.0,21.0,400.0,9.0e+11,1e+24,0.006723187677011584
252.0,21.0,400.0,9.0e+11,1e+25,0.009229076333042761
252.0,21.0,400.0,9.0e+11,5e+23,0.006115431178786616
252.0,21.0,400.0,9.0e+11,5e+24,0.00885334297380228
252.0,21.0,500.0,9.0e+11,1e+24,0.007530695018313236
252.0,21.0,500.0,9.0e+11,1e+25,0.009960477010065978
252.0,21.0,500.0,9.0e+11,5e+23,0.007797919523933357
252.0,21.0,500.0,9.0e+11,5e+24,0.009551786564800348
252.0,22.0,300.0,9.0e+11,1e+24,0.007567140299483971
252.0,22.0,300.0,9.0e+11,1e+25,0.007529216810499076
252.0,22.0,300.0,9.0e+11,5e+23,0.0065057827593818125
252.0,22.0,300.0,9.0e+11,5e+24,0.006860409366154786
252.0,22.0,400.0,9.0e+11,1e+24,0.006926504077421885
252.0,22.0,400.0,9.0e+11,1e+25,0.007952870353599753
252.0,22.0,400.0,9.0e+11,5e+23,0.007248525420733953
252.0,22.0,400.0,9.0e+11,5e+24,0.01003156379238978
252.0,22.0,500.0,9.0e+11,1e+24,0.007367963178524395
252.0,22.0,500.0,9.0e+11,1e+25,0.008375193494037213
252.0,22.0,500.0,9.0e+11,5e+23,0.00881918320572783
252.0,22.0,500.0,9.0e+11,5e+24,0.0076616193013159225
252.0,23.0,300.0,9.0e+11,1e+24,0.006442588050029042
252.0,23.0,300.0,9.0e+11,1e+25,0.008233931479519525
252.0,23.0,300.0,9.0e+11,5e+23,0.006000124989271678
252.0,23.0,300.0,9.0e+11,5e+24,0.008293671487530041
252.0,23.0,400.0,9.0e+11,1e+24,0.006304620806736785
252.0,23.0,400.0,9.0e+11,1e+25,0.009888803753407468
252.0,23.0,400.0,9.0e+11,5e+23,0.007145120840534925
252.0,23.0,400.0,9.0e+11,5e+24,0.009387120771273044
252.0,23.0,500.0,9.0e+11,1e+24,0.007598889489218686
252.0,23.0,500.0,9.0e+11,1e+25,0.010578085973546926
252.0,23.0,500.0,9.0e+11,5e+23,0.007865773457349843
252.0,23.0,500.0,9.0e+11,5e+24,0.008525589051732627
252.0,24.0,300.0,9.0e+11,1e+24,0.005772632554556142
252.0,24.0,300.0,9.0e+11,1e+25,0.008814972433046997
252.0,24.0,300.0,9.0e+11,5e+23,0.006581701409536339
252.0,24.0,300.0,9.0e+11,5e+24,0.006941475290796568
252.0,24.0,400.0,9.0e+11,1e+24,0.007333225640859496
252.0,24.0,400.0,9.0e+11,1e+25,0.00870083802280005
252.0,24.0,400.0,9.0e+11,5e+23,0.006241527280418029
252.0,24.0,400.0,9.0e+11,5e+24,0.00783858202631525
252.0,24.0,500.0,9.0e+11,1e+24,0.007701095889437237
252.0,24.0,500.0,9.0e+11,1e+25,0.008687884724259805
252.0,24.0,500.0,9.0e+11,5e+23,0.008345293360911632
252.0,24.0,500.0,9.0e+11,5e+24,0.008525382375325472
252.0,25.0,300.0,9.0e+11,1e+24,0.0070485861312115684
252.0,25.0,300.0,9.0e+11,1e+25,0.009543909495047348
252.0,25.0,300.0,9.0e+11,5e+23,0.006589225366346664
252.0,25.0,300.0,9.0e+11,5e+24,0.0065961671262043655
252.0,25.0,400.0,9.0e+11,1e+24,0.00695975347299385
252.0,25.0,400.0,9.0e+11,1e+25,0.007682514484003738
252.0,25.0,400.0,9.0e+11,5e+23,0.007459381262857085
252.0,25.0,400.0,9.0e+11,5e+24,0.007738739644498911
252.0,25.0,500.0,9.0e+11,1e+24,0.007177794293982814
252.0,25.0,500.0,9.0e+11,1e+25,0.008942050996482436
252.0,25.0,500.0,9.0e+11,5e+23,0.00755361697872155
252.0,25.0,500.0,9.0e+11,5e+24,0.008883947529396249
252.0,26.0,300.0,9.0e+11,1e+24,0.005731737167358085
252.0,26.0,300.0,9.0e+11,1e+25,0.008282100154875018
252.0,26.0,300.0,9.0e+11,5e+23,0.0067048183923291305
